partyLabel,firstName,lastName,birthdate,constituencyName,person_id,survivor
FDP,Wolfgang,Kubicki,1952,Schleswig-Holstein,baee7597-2332-4b50-8a49-05def50f0d29,#N/A
FDP,Gyde,Jensen-Bornhöft,1989,Schleswig-Holstein,04e6504d-5b59-43c4-9b04-fe992f61c614,#N/A
FDP,Christine,Aschenberg-Dugnus,1959,Schleswig-Holstein,6b11df57-a49c-4734-a9f7-2283ac90b3bb,#N/A
FDP,Knut,Gerschau,1961,Niedersachsen,654235ef-04c9-454e-a3c9-b55ddb530c13,#N/A
FDP,Anikó,Merten,1982,Niedersachsen,9ae5b023-5a4a-4a47-b2e5-d0374e6f0886,#N/A
FDP,Anja,Schulz,1985,Niedersachsen,140a3755-33a1-48b6-9cc8-854be607150e,#N/A
FDP,Matthias,Seestern-Pauly,1984,Niedersachsen,8b6df9b5-5c09-4a7b-b64e-411e33773851,#N/A
AfD,Klaus,Stöber,1961,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,732f6571-a0f9-4063-9ebc-787942b23982,#N/A
AfD,René,Bochmann,1969,Nordsachsen,3bd36c93-0edd-4c42-8b7c-ae1dfc1b0ece,#N/A
AfD,Matthias,Moosdorf,1965,Zwickau,0c7b6935-4f58-4fdb-ad7d-9c1de7d5f214,#N/A
AfD,Thomas,Ehrhorn,1959,Niedersachsen,e092326b-4feb-4bd1-b79f-31a1cfc2f79d,#N/A
AfD,Jörn,König,1967,Niedersachsen,14592bab-11b5-4601-8531-d316ca3eb1cc,#N/A
AfD,Dietmar,Friedhoff,1966,Niedersachsen,418ad518-f617-4a5f-ad74-e6add36c1eb2,#N/A
AfD,Franz,Wundrak,1955,Niedersachsen,5b68e7b2-f10a-453e-8767-39d8023a9282,#N/A
Linke,Sören,Pellmann,1977,Leipzig II,9546c773-ed9e-45af-bd84-05895d2ce380,#N/A
Linke,Gesine,Lötzsch,1961,Berlin-Lichtenberg,855bdd2b-532a-41f5-911c-37a660cf298f,#N/A
Linke,Victor,Perli,1982,Niedersachsen,6da6e763-5b5f-4d14-9407-e9e1571df30d,#N/A
SPD,Anja,Troff-Schaffarzyk,1969,Niedersachsen,c0ebf2eb-4c82-4b79-9901-770f14d05f4e,#N/A
SPD,Anke,Hennig,1964,Niedersachsen,b0ae6b00-85a3-49f3-80be-c3affbcc7965,#N/A
SPD,Peggy,Schierenbeck,1970,Niedersachsen,f4c1ff4f-bd6f-4c23-850b-cfe2ac2420b4,#N/A
SPD,Mathias,Papendieck,1982,Frankfurt (Oder) – Oder-Spree,ddff1b2c-1391-42cc-97c8-adef77b9da43,#N/A
SPD,Sebastian,Fiedler,1973,Mülheim – Essen I,66be3f19-9480-4d28-b269-3d7123f7e108,#N/A
SPD,Yasmin,Fahimi,1967,Stadt Hannover II,e3c876cf-31d8-4641-8964-e7956fcb9b40,#N/A
SPD,Esther,Dilcher,1965,Waldeck,c5be0ae0-d178-460e-8a30-8a3713b0d8aa,#N/A
SPD,Marja-Liisa,Völlers,1984,Nienburg II – Schaumburg,e091705c-f47f-4076-9d5e-b26790d360b0,#N/A
SPD,Saliha,Özoğuz,1967,Hamburg-Wandsbek,0bf366e4-8949-405f-865e-ffa3f909981e,#N/A
SPD,Helmut,Kleebank,1964,Berlin-Spandau – Charlottenburg Nord,b6b13cc1-0c3a-4714-9841-b2a0b43e03df,#N/A
SPD,Jan,Dieren,1991,Krefeld II – Wesel II,cbd7b0cb-dc7a-463f-87df-bd43a3be8d26,#N/A
SPD,Rolf,Mützenich,1959,Köln III,8a7a9913-9301-4df2-8b20-c69ac001ed23,#N/A
SPD,Heiko,Maas,1966,Saarlouis,348fe2df-1441-44c4-8752-d3ce3c9792b8,#N/A
SPD,Bernd,Rützel,1968,Bayern,f6f0589a-7ed9-4a5e-9273-9323eaa9523a,#N/A
SPD,Claudia,Tausend,1964,Bayern,bbb7b3cf-20fa-45bb-addf-7f65d0ed6d37,#N/A
CDU,Hendrik,Hoppenstedt,1972,Niedersachsen,276e75ab-c82c-4247-bdde-f097d254540c,#N/A
CDU,Anne,Janssen,1982,Niedersachsen,440ae4b0-06af-4f4f-afdc-5c1af77b60df,#N/A
CDU,Mathias,Middelberg,1964,Niedersachsen,6882c77a-1b7b-4982-acbe-3013faadbc43,#N/A
CDU,Fritz,Güntzler,1966,Niedersachsen,27862da0-5eef-4a3f-9981-2e2a37bf811a,#N/A
CDU,Stephan,Albani,1968,Niedersachsen,53f16acf-2a85-48bd-9595-e3ead861bbcd,#N/A
CDU,Enak,Ferlemann,1963,Niedersachsen,8e93eb78-630f-45f5-9960-7e406c99e992,#N/A
CDU,Mareike,Wulf,1979,Niedersachsen,71b6681a-cd6b-48c4-b565-864ceeef3dd4,#N/A
CSU,Dorothee,Bär,1978,Bad Kissingen,67a78a89-53d7-47be-8294-c39a6f6f59d7,#N/A
CDU,Yannick,Bury,1990,Emmendingen – Lahr,2a791b91-4058-4cd6-b42a-c2104160de54,#N/A
CDU,Jens,Koeppen,1962,Brandenburg,a768fb21-ccc0-4a6f-9e6d-e2346acf121d,#N/A
CDU,Jana,Schimke,1979,Brandenburg,21ed7064-0e06-49dc-be12-b56bd69a4f71,#N/A
CDU,Knut,Abraham,1966,Brandenburg,d2c5eed2-cb28-40e3-b285-f81402ba48bc,#N/A
CDU,Uwe,Feiler,1965,Brandenburg,253bc55b-a6c8-42f7-9b95-b8a994448390,#N/A
CDU,Thomas,Jarzombek,1973,Düsseldorf I,4fa467cd-89ec-4109-a005-3f197ebcb571,#N/A
CDU,Patrick,Schnieder,1968,Bitburg,9a040b80-13ee-4f4b-8128-276ea25e4f4b,#N/A
Grüne,Karoline,Otte,1996,Niedersachsen,c16490f8-f585-4f1e-a5d6-bd712e3f46cd,#N/A
Grüne,Frank,Bsirske,1952,Niedersachsen,23c3b89b-cf2d-4080-9bfe-be146b3bbe2c,#N/A
Grüne,Cem,Özdemir,1965,Stuttgart I,fe354ff4-fc8e-43f9-b818-df8c3f78aaa0,#N/A
Grüne,Annalena,Baerbock,1980,Brandenburg,699ce19f-4754-48c1-860a-99dacdb9f36f,#N/A
Grüne,Michael,Kellner,1977,Brandenburg,ada7a808-a6de-49a4-98cf-87c6e4486c45,#N/A
Grüne,Canan,Bayram,1966,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,388c58a4-1b70-43a5-9317-0b1b308b86b5,#N/A
Grüne,Oliver,Krischer,1969,Aachen I,d78b5edc-ba8a-45ac-a7f6-e5c1f369895c,#N/A
Grüne,Johannes,Wagner,1991,Bayern,18fa46f3-a4fb-46c5-9ea3-4a4089b4325b,#N/A
Grüne,Claudia,Roth,1955,Bayern,78941298-ba7f-4ef8-9109-e54f66ceb702,#N/A
FDP,Jens,Beeck,1969,Niedersachsen,d2839a9b-49a4-469f-bcf2-a8a1beb37a97,#N/A
FDP,Gero,Hocker,1975,Niedersachsen,36c69fd5-54de-4ff9-93c9-3c80f2cbf876,#N/A
FDP,Christian,Dürr,1977,Niedersachsen,de3a6e05-785a-49a0-8267-ba9ae18f76c1,#N/A
FDP,Konstantin,Kuhle,1989,Niedersachsen,257b92a5-5367-47cf-87e8-ab5f2c31e3eb,#N/A
FDP,Linda,Teuteberg,1981,Brandenburg,5ac3ad13-0651-4282-91a4-24ce64599c96,#N/A
FDP,Friedhelm,Boginski,1955,Brandenburg,b8218852-e5b7-4779-aef8-6574a2335e3e,#N/A
FDP,Lukas,Köhler,1986,Bayern,0740e465-2522-4bbb-9e93-3318811c6eb0,#N/A
AfD,Frank,Rinck,1986,Niedersachsen,070ec336-4812-4d1f-83b3-2d9dd55f92b6,#N/A
AfD,Dirk,Brandes,1974,Niedersachsen,a2ee31b2-e0ac-49b8-9e44-5105be728991,#N/A
AfD,René,Springer,1979,Brandenburg,24164726-c5e8-4141-862e-bc5d7b0c9774,#N/A
AfD,Eberhardt,Gauland,1941,Brandenburg,18111789-e1e6-49f9-8a0f-dd39c2df4152,#N/A
AfD,Steffen,Kotré,1971,Brandenburg,e8337974-0d50-477e-85a0-8816838657e8,#N/A
AfD,Hannes,Gnauck,1991,Brandenburg,a0078bdc-fecf-4efe-9158-8c0496afd6df,#N/A
Linke,Amira,Mohamed Ali,1980,Niedersachsen,2ed2f961-ec5d-4bbf-a995-cc2eebbf2cd3,#N/A
Linke,Heidi,Reichinnek,1988,Niedersachsen,0fb293e8-403b-4bc6-a7d0-c82b70e37b98,#N/A
Linke,Anke,Domscheit-Berg,1968,Brandenburg,7cd44199-d3fa-4f4f-9172-d6cd8c0e4a63,#N/A
SPD,Carsten,Träger,1973,Bayern,d65183c2-227d-45ca-a98a-58460b44e773,#N/A
SPD,Sebastian,Roloff,1983,Bayern,1e08818f-690c-4ad3-8236-933859f7678f,#N/A
SPD,Michael,Schrodi,1977,Bayern,fed5d5a2-8704-49f7-a2af-255efa1148eb,#N/A
SPD,Rita,Hagl-Kehl,1970,Bayern,68010941-3fee-412a-9dd4-eec71691dbf8,#N/A
SPD,Ulrich,Grötsch,1975,Bayern,4e442c7f-07fc-4269-8e48-79c582785b45,#N/A
SPD,Anette,Kramme,1967,Bayern,a154506f-5ed2-42e6-868c-0930d67993c4,#N/A
SPD,Christoph,Schmid,1976,Bayern,f97a898f-9ae0-4ad2-a3d4-aca07db20d29,#N/A
SPD,Ulrike,Bahr,1964,Bayern,dee79367-bfe7-41a0-a1f9-18064dd413de,#N/A
SPD,Gabriela,Heinrich,1963,Bayern,03b2c552-0171-46b6-ab85-79dab3f81a86,#N/A
SPD,Carmen,Wegge,1989,Bayern,bd8283ff-43bb-4dbb-8beb-b28fd914da48,#N/A
SPD,Markus,Hümpfer,1992,Bayern,30677a8c-4c4c-4ab3-b79f-0e3457294bae,#N/A
SPD,Johannes,Schätzl,1993,Bayern,0ec6414f-7189-4d73-82e8-cb04403d9634,#N/A
SPD,Bärbel,Kofler,1967,Bayern,d7420ff3-bbcd-4e73-bf01-f87a5ee02ead,#N/A
SPD,Andreas,Schwarz,1965,Bayern,9cb30835-142a-413b-b6bf-94d9a6954530,#N/A
CDU,Norbert,Altenkamp,1972,Main-Taunus,7e65e7f7-92bf-4609-b9b9-bec54495b680,#N/A
CSU,Reinhard,Brandl,1977,Ingolstadt,78b961fc-95f2-41bf-bc20-fb0bafa94e61,#N/A
CDU,Thorsten,Frei,1973,Schwarzwald-Baar,e1ec98de-72be-4f53-849e-189768c10cca,#N/A
CDU,Klaus,Mack,1973,Calw,cf01bd00-5685-4db3-97b0-4aed4fe36884,#N/A
CSU,Thomas,Erndl,1974,Deggendorf,8d109d00-50c5-4d03-beae-72d918627d43,#N/A
CDU,Annette,Widmann-Mauz,1966,Tübingen,9290e337-bf3c-427d-9bf4-6bec6efbbfcb,#N/A
CDU,Thomas,Rachel,1962,Düren,03327e2c-04e6-40da-8959-6e5ed5c9c317,#N/A
CDU,Ralph,Brinkhaus,1968,Gütersloh I,d1dcabee-b83d-4bed-b7a8-6e63f0d7e240,#N/A
CSU,Florian,Hahn,1974,München-Land,54e1032d-a15c-49d0-99fe-fbe75a92c725,#N/A
CDU,Josef,Rief,1960,Biberach,888cf6ae-a4fe-4026-aeb2-cc1fe728265b,#N/A
CDU,Christian,Haase,1966,Höxter – Gütersloh III – Lippe II,95807676-fcd2-4a2c-b9b8-8e9bb7aef093,#N/A
CDU,Mechthild,Heil,1961,Ahrweiler,58dc5a8a-78b3-459a-8415-a6214c9fe97f,#N/A
CSU,Paul,Lehrieder,1959,Würzburg,0e699c83-d36e-449e-9fca-012d08a30ebf,#N/A
CDU,Andreas,Mattfeldt,1969,Osterholz – Verden,d4f08e31-e9b1-4aa2-8d4a-d6610ac5ca59,#N/A
Grüne,Leon,Eckert,1995,Bayern,486b787e-f4c1-4b2a-b910-33f56b9cbc55,#N/A
Grüne,Saskia,Weishaupt,1993,Bayern,90c435dd-bffa-481b-89d5-afbd1279d76d,#N/A
Grüne,Ekin,Deligöz,1971,Bayern,000eb1b8-dc5b-4327-a9bd-2721c5c88104,#N/A
Grüne,Niklas,Wagener,1998,Bayern,f7d17c72-b541-4907-9b94-8528ff387d59,#N/A
Grüne,Lisa,Badum,1983,Bayern,f7522b26-8dad-492a-a0b8-c7df36a2010f,#N/A
Grüne,Sascha,Müller,1970,Bayern,c8e13342-9359-49ad-8259-e1ab98392aba,#N/A
Grüne,Markus,Ganserer,1977,Bayern,bfa15a3f-8578-4249-adcf-7e3d2fa8a1d5,#N/A
Grüne,Manuela,Rottmann,1972,Bayern,8aa95ed2-0b32-4ac7-b02d-291af49906fc,#N/A
Grüne,Dieter,Janecek,1976,Bayern,82cf3d96-77ac-4619-b80a-bb12dc28585c,#N/A
FDP,Thomas,Sattelberger,1949,Bayern,d03290ae-ce67-48eb-84de-84a753eb4e36,#N/A
FDP,Kristine,Lütke,1982,Bayern,12bd0f00-4e1e-40a9-8406-67c93c81ea48,#N/A
FDP,Thomas,Hacker,1967,Bayern,ec545cd8-3d80-4305-8eac-c73bf75b5998,#N/A
FDP,Katja,Hessel,1972,Bayern,7143a9ae-9f95-4b5d-8f23-4ec1d23e7b39,#N/A
FDP,Andrew,Ullmann,1963,Bayern,04af7c20-17ef-4a22-b2e8-a36b69f8626d,#N/A
FDP,Daniel,Föst,1976,Bayern,7fef5475-0bda-4ab8-8722-57428b88160f,#N/A
AfD,Norbert,Kleinwächter,1986,Brandenburg,e6b060b0-b2b2-4f16-ae7a-6562bd8ff289,#N/A
AfD,Wolfgang,Wiehle,1964,Bayern,adeb156a-32f7-439f-a39c-a98179920c87,#N/A
AfD,Peter,Felser,1969,Bayern,44052826-7420-4cc9-ac72-37fc8c8cb0e0,#N/A
AfD,Petr,Bystron,1972,Bayern,864276ea-7647-4ede-90ea-5024bdfc3166,#N/A
AfD,Peter,Boehringer,1969,Bayern,b599fd15-1d63-4dc3-9587-0783ce533e6f,#N/A
AfD,Corinna,Miazga,1983,Bayern,dbafefab-fbfa-4766-a3c9-5177a7f0cb1c,#N/A
Linke,Christian,Görke,1962,Brandenburg,80c976f3-fbe5-491a-806f-ce797f359674,#N/A
Linke,Nicole,Gohlke,1975,Bayern,13ae8d91-393b-4173-addd-b1cc33b99192,#N/A
Linke,Ates,Gürpinar,1984,Bayern,663cda1b-a185-4ee4-b81b-20f564d51bb7,#N/A
SPD,Jan,Plobner,1992,Bayern,4f3173aa-b743-4de2-b076-f86d628a43de,#N/A
SPD,Jörg,Nürnberger,1967,Bayern,a7114501-8351-4359-a329-fb9685f841b4,#N/A
SPD,Andreas,Mehltretter,1991,Bayern,8660e05e-8bd2-4252-9537-671e17f4d644,#N/A
SPD,Carolin,Wagner,1982,Bayern,43e6773b-1674-4583-b5c7-ecc9c9c04e4e,#N/A
SPD,Martina,Stamm-Fibich,1965,Bayern,bcff0059-720c-4ae1-942c-aac92370d5cc,#N/A
SPD,Sabine,Dittmar,1964,Bayern,f81fbb0f-a475-43a8-b5cf-29e9973cadee,#N/A
SPD,Marianne,Schieder,1962,Bayern,b84dc418-b2a7-4b3f-8484-4a909d2a14e4,#N/A
SPD,Susanne,Mittag,1958,Delmenhorst – Wesermarsch – Oldenburg-Land,e5cc7ce7-af3a-4ba5-9c67-82337e363716,#N/A
SPD,Simona,Koß,1961,Märkisch-Oderland – Barnim II,df26e72a-d9e0-4e41-b6c0-93643bc602af,#N/A
SPD,Christian,Petry,1965,St. Wendel,dcfcbe6a-bd14-4620-90f9-bb8d83737b4a,#N/A
SPD,Brian,Nickholz,1989,Recklinghausen II,52d3c4ac-fdd1-4542-bac3-8c2fb51280b3,#N/A
SPD,Frank,Ullrich,1958,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,ba698241-12d9-4575-926e-38f949b58a07,#N/A
SPD,Stefan,Schwartze,1974,Herford – Minden-Lübbecke II,f1118c7e-b9ec-4cdb-9886-1bf75b7670cf,#N/A
SPD,Carsten,Schneider,1976,Erfurt – Weimar – Weimarer Land II,14ad7c88-79a8-43d4-bdaf-84e63692991c,#N/A
CDU,Hermann,Färber,1963,Göppingen,ca4a38b2-cd34-4277-b2fe-34e94e156911,#N/A
CDU,Georg,Kippels,1959,Rhein-Erft-Kreis I,05344b56-4254-4580-89c4-693b56c746bc,#N/A
CDU,Marc,Henrichmann,1976,Coesfeld – Steinfurt II,7a3a59e1-1ef8-45ce-a2b9-2dd7da5bf420,#N/A
CSU,Alexander,Engelhard,1972,Neu-Ulm,60049ab9-70ea-4fa7-9101-f4289941d447,#N/A
CDU,Ingmar,Jung,1978,Wiesbaden,8edb6f7e-14f5-4404-bb4e-30baf9e1b153,#N/A
CDU,Thomas,Gebhart,1971,Rheinland-Pfalz,5646b116-2d93-40ea-ab53-d54238f35682,#N/A
CDU,Julia,Klöckner,1972,Rheinland-Pfalz,6f98e077-90aa-4268-9595-4537288bde49,#N/A
CDU,Jens,Lehmann,1967,Leipzig I,8f19f9a0-0cf7-4ff2-bd0f-b45d880c920e,#N/A
CDU,Nina,Warken,1979,Odenwald – Tauber,3be23550-bddc-4f7c-a403-f5af5e7c9ea6,#N/A
CDU,Tino,Sorge,1975,Sachsen-Anhalt,5fe754ca-3fdd-4484-b75f-9088b57fb937,#N/A
CDU,Albert,Stegemann,1976,Mittelems,fd3802e6-330a-4645-b368-c030131e50b3,#N/A
CDU,Andreas,Jung,1975,Konstanz,3f4c1ace-4300-4851-b5ce-b71cf83fa7d1,#N/A
CDU,Ottilie,Klein,1984,Berlin,80241f44-3a8e-49d1-8d65-6751374fdb16,#N/A
Grüne,Erhard,Grundl,1963,Bayern,cc67f17d-2629-48d7-bec1-77039e7809ca,#N/A
Grüne,Anton,Hofreiter,1970,Bayern,5afc5643-3175-4038-9d17-74606b22cda0,#N/A
Grüne,Tina,Winklmann,1980,Bayern,06f85d87-ce76-499b-9a41-ff61fc5e3dd2,#N/A
Grüne,Marlene,Schönberger,1990,Bayern,89f6a103-2fc3-4cdc-a057-7c07dd9dcef9,#N/A
Grüne,Stefan,Schmidt,1981,Bayern,b4c8fdea-539e-419d-be7b-a92b63a327e7,#N/A
Grüne,Karl,Bär,1985,Bayern,7b74bd53-3101-4ede-ab88-ed46cd1e0ad1,#N/A
Grüne,Till,Steffen,1973,Hamburg-Eimsbüttel,75e8f4c4-5ed2-4816-a47f-00a485a786de,#N/A
Grüne,Sven,Lehmann,1979,Köln II,4e2f3638-7059-48b9-88ee-61f0e50a65b3,#N/A
FDP,Maximilian,Funke-Kaiser,1993,Bayern,25a54f04-ed29-467a-b3d3-01c600150939,#N/A
FDP,Nicole,Bauer,1987,Bayern,1df374f2-6f29-4068-a5ba-4ed25ae08a5e,#N/A
FDP,Ulrich,Lechte,1977,Bayern,99389453-76dc-4e09-a712-be830d33a6f8,#N/A
FDP,Muhanad,Al-Halak,1989,Bayern,ccf76e05-b817-4fbc-8416-e343e3c7efba,#N/A
FDP,Sandra,Bubendorfer-Licht,1969,Bayern,ea64a36d-fa78-4370-b440-146f8229d673,#N/A
FDP,Karsten,Klein,1977,Bayern,b07b852e-989c-4a80-aa9d-f39e238a5407,#N/A
AfD,Gerold,Otten,1955,Bayern,cb9185ac-884c-42ac-9936-c80bfe4c9dcc,#N/A
AfD,Martin,Sichert,1980,Bayern,bb70f640-000e-4da9-ac45-53e23bdcf95f,#N/A
AfD,Tobias,Peterka,1982,Bayern,87417461-bc88-442b-a70f-37571adc65ba,#N/A
AfD,Rainer,Kraft,1974,Bayern,49800b5f-c273-4845-93ec-1c60ddde0869,#N/A
AfD,Rose,Huy,1953,Bayern,a3d80f29-549a-44a6-8439-76f2a02f8eb3,#N/A
Linke,Klaus,Ernst,1954,Bayern,f1e63cda-516c-4899-b9f2-0353f9e6fdfe,#N/A
Linke,Susanne,Ferschl,1973,Bayern,be6250de-8662-498f-a5fb-32659adcce18,#N/A
Linke,Alexander,Ulrich,1971,Rheinland-Pfalz,b7186469-861a-4b4e-b76d-7793dea3c81f,#N/A
SPD,Karl,Lauterbach,1963,Leverkusen – Köln IV,99adc922-a230-4e3a-b4f3-2e2e1c92bd44,#N/A
SPD,Erik,von Malottki,1986,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,edfaedb9-756f-43bf-9592-5dfd86194bee,#N/A
SPD,Axel,Schäfer,1952,Bochum I,ca009785-69c5-4030-8849-93dbb0f7de04,#N/A
SPD,Reem,Alabali-Radovan,1990,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,30722bb9-4b55-4987-a40b-afd645edb485,#N/A
SPD,Jens,Peick,1981,Dortmund I,2ba99c1d-4bdc-45c9-9bb8-6e7d99ebb0e3,#N/A
SPD,Bettina,Müller,1959,Main-Kinzig – Wetterau II – Schotten,e4edf67a-e94d-4ae7-b98d-892bb70d872a,#N/A
SPD,Rainer,Keller,1965,Wesel I,f0f9bed1-fe63-404c-8750-f929973b3f24,#N/A
SPD,Holger,Becker,1964,Jena – Sömmerda – Weimarer Land I,833b0dcc-a67c-4a2a-bee6-f61813323514,#N/A
SPD,Johannes,Arlt,1984,Mecklenburgische Seenplatte II – Landkreis Rostock III,82d39ee6-05c2-473f-8747-06ad03f8ecb2,#N/A
SPD,Natalie,Pawlik,1992,Wetterau I,72a465fb-eeb4-4019-a812-4cddf3b59c2e,#N/A
SPD,Sonja,Eichwede,1987,Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,4ed6f5da-1c71-4cda-8a38-cdb9c15d832d,#N/A
SPD,Bärbel,Bas,1968,Duisburg I,fd03c0ba-ab24-47d9-bf74-99d41cc8eb70,#N/A
SPD,Dirk,Vöpel,1971,Oberhausen – Wesel III,7c7070e8-1b1c-4b55-82a1-2022f33e9e84,#N/A
CDU,Jan-Marco,Luczak,1975,Berlin,9644ca01-d534-4010-9452-96d28a541758,#N/A
CDU,Hans-Jürgen,Thies,1955,Soest,d4ddd03c-fa8c-42ac-a48e-0e62a21fbb3c,#N/A
CDU,Thomas,Bareiß,1975,Zollernalb – Sigmaringen,1198c0e8-def3-4e4b-b154-13977593c967,#N/A
CDU,Jens,Spahn,1980,Steinfurt I – Borken I,addde4af-3266-4026-ab8f-82104ddf5e1e,#N/A
CSU,Wolfgang,Stefinger,1985,München-Ost,f02d78de-f324-4c7a-924a-1949aba1b842,#N/A
CDU,Thomas,Röwekamp,1966,Bremen,b6c25e94-c6b0-4415-a8a2-6cecdf9b53bb,#N/A
CDU,Mario,Czaja,1975,Berlin-Marzahn-Hellersdorf,6a181ce6-2262-4727-ada6-de25d0c1037d,#N/A
CSU,Alexander,Dobrindt,1970,Weilheim,25ca8e5e-18d5-431e-8fdb-5c5b32920d2e,#N/A
CSU,Peter,Aumer,1976,Regensburg,e3fc5b87-e6c2-4105-8099-61fbddb38c04,#N/A
CSU,Ralph,Edelhäußer,1973,Roth,0a161b59-cbd6-40ac-a822-1797980fe2e6,#N/A
CDU,Stefan,Heck,1982,Hessen,fbd476af-755a-45ec-824e-776827e14d86,#N/A
CDU,Armin,Schwarz,1968,Hessen,45fd226f-e2a3-417d-80ef-09c3d9b00623,#N/A
Grüne,Tabea,Rößner,1966,Rheinland-Pfalz,e8d6137b-655e-49ed-9eba-0a0ca706932c,#N/A
Grüne,Armin,Grau,1959,Rheinland-Pfalz,f406f67e-0d42-4447-ac85-6ada48993f1c,#N/A
Grüne,Tobias,Lindner,1982,Rheinland-Pfalz,8c0789d0-c065-40d6-b52d-a96a19fa898c,#N/A
Grüne,Corinna,Rüffer,1975,Rheinland-Pfalz,6296c4ee-8dca-4780-ae14-cf382a5a2717,#N/A
Grüne,Misbah,Khan,1989,Rheinland-Pfalz,2937cd3a-93de-495f-aa65-aa39c8f4c065,#N/A
Grüne,Linda,Heitmann,1982,Hamburg-Altona,d26746ac-6b80-4fcc-9a6f-38b7dbc46a60,#N/A
Grüne,Steffi,Lemke,1968,Sachsen-Anhalt,52562dc2-dfd8-44fb-a4d6-c3e174b21508,#N/A
Grüne,Nina,Stahr,1982,Berlin,d1cf730a-fac2-4951-bc0a-0a2382d3f255,#N/A
FDP,Stephan,Thomae,1968,Bayern,4eb3cab9-05d9-4b2d-96a7-ccdee2d7bc57,#N/A
FDP,Manuel,Höferlin,1973,Rheinland-Pfalz,73e98236-70d2-4813-84bd-1b05d0e20058,#N/A
FDP,Carina,Konrad,1982,Rheinland-Pfalz,47740081-edf0-4ea0-a902-dadc629d42ab,#N/A
FDP,Mario,Brandenburg,1983,Rheinland-Pfalz,73bf56f8-df1e-4023-b3a4-88bab4e2244e,#N/A
FDP,Sandra,Weeser,1969,Rheinland-Pfalz,37a4a7ae-0b5d-446a-90d5-cd5da4de9182,#N/A
AfD,Stephan,Protschka,1977,Bayern,fa45c693-968d-490b-927f-da3ab9cceae1,#N/A
AfD,Johannes,Huber,1987,Bayern,589c6dd8-c062-4542-b2d1-934b57b2d012,#N/A
AfD,Barbara,Lenk,1982,Meißen,4711357d-30ce-454d-a3f3-9b215b1d4269,#N/A
AfD,Edgar,Naujok,1960,Leipzig-Land,de1b5c4a-01da-4a39-93a3-b57e4e0176c4,#N/A
AfD,Michael,Kaufmann,1964,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,5e931b1f-8d79-440b-9c5e-db21fd221ed5,#N/A
Linke,Jan,Korte,1977,Sachsen-Anhalt,44c6b447-6ae2-4009-a0dc-40d57df37fea,#N/A
Linke,Petra,Sitte,1960,Sachsen-Anhalt,d19da33d-0036-4245-9cb3-45ec67abe99f,#N/A
Linke,Pascal,Meiser,1975,Berlin,6fd1575a-98dd-4042-a41d-76bfa0a4e0cf,#N/A
SPD,Martin,Diedenhofen,1995,Rheinland-Pfalz,348869ee-ac89-4f97-b484-c23dbfe6bf5d,#N/A
SPD,Lena,Werner,1994,Rheinland-Pfalz,a3a07226-182f-43a9-bac2-ffc1253c23a8,#N/A
SPD,Thorsten,Rudolph,1974,Rheinland-Pfalz,8103cd70-2f67-427f-8cd3-6ee461340d97,#N/A
SPD,Isabel,Mackensen-Geis,1986,Rheinland-Pfalz,6bb2b147-3f16-4b31-b3d0-c2043c4aebca,#N/A
SPD,Wiebke,Esdar,1984,Bielefeld – Gütersloh II,a0e1ac99-5f4f-456c-9f8d-e5f3d25529fb,#N/A
SPD,Detlef,Müller,1964,Chemnitz,13a021e4-75ff-4497-b612-f79bd6556f1c,#N/A
SPD,Katrin,Budde,1965,Sachsen-Anhalt,5598510b-a6be-49be-8aa4-b94af98c9c06,#N/A
SPD,Bengt,Bergt,1982,Segeberg – Stormarn-Mitte,9f42368c-1ed3-4487-8275-d297ede0f22f,#N/A
SPD,Siemtje,Möller,1983,Friesland – Wilhelmshaven – Wittmund,6b362d0c-5c5b-4b8f-9279-39c1182c0d03,#N/A
SPD,Manuel,Gava,1991,Stadt Osnabrück,8f415bf6-f338-4a47-b57c-1db5ce31d215,#N/A
SPD,Andreas,Rimkus,1962,Düsseldorf II,288db093-ac84-42c6-9121-1586881224d2,#N/A
SPD,Cansel,Kiziltepe,1975,Berlin,adb84e27-b225-406b-8e34-132889cb9bba,#N/A
CDU,Katja,Leikert,1975,Hessen,6c90c3d6-4c95-4715-8922-e01b65f06d56,#N/A
CDU,Helge,Braun,1972,Hessen,cedb64a9-aed3-4024-8d9f-e4651e2bab88,#N/A
CDU,Patricia,Lips,1963,Hessen,866f86ea-dc44-4a87-860f-e9457e61e31c,#N/A
CDU,Axel,Knoerig,1967,Diepholz – Nienburg I,a27be7f2-962a-4fb9-8a81-a56f0b74b625,#N/A
CDU,Carsten,Brodesser,1967,Oberbergischer Kreis,243dc208-1300-4ac3-8e5d-ba3d63469701,#N/A
CDU,Ingeborg,Gräßle,1961,Backnang – Schwäbisch Gmünd,2fd70f38-5ce5-4f34-be83-8d619ee3b7f8,#N/A
